date,date,refeicao,acompanhamento,restaurante,,prato,guarnicao,opcao_vegetal,salada,sobremesa,suco
2023-11-13,13/11/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,SOJA EM GRÃO COM TOMATE E PIMENTÃO,MACARRÃO INTEGRAL ALHO E ÓLEO,,SALADA DE ALFACE COM CEBOLA,"BANANA (RU, RA E HC), LARANJA ( RS)",SUCO DE GOIABA
2023-11-13,13/11/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,BISTECA SUÍNA AO VINAGRETE QUENTE,ESCAROLA REFOGADA,,SALADA DE TOMATE,MAÇÃ,SUCO DE GOIABA
2023-11-13,13/11/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,LENTILHA COM MANDIOQUINHA,ESCAROLA REFOGADA,,SALADA DE TOMATE,MAÇÃ,SUCO DE GOIABA
2023-11-10,10/11/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,"CARNE EM CUBOS COM AZEITONA, TOMATE E BACON (RU, RA, HC) / CARNE EM CUBOS COM AZEITONA E TOMATE (RS)",POLENTA CREMOSA,,SALADA DE BERINJELA CURTIDA /  MIX DE FOLHAS COM RABANETE (RU),BANANA/LARANJA,SUCO DE MANGA
2023-11-10,10/11/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,SOBRECOXA ASSADA,CHUCHU NA SALSA,,SALADA DE ALFACE COM CEBOLA,MAÇÃ,SUCO DE MANGA
2023-11-10,10/11/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,SOJA EM GRÃO COM CENOURA E TOMATE,CHUCHU NA SALSA,,SALADA DE ALFACE COM CEBOLA,MAÇÃ,SUCO DE MANGA
2023-11-10,10/11/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,LENTILHA COM COUVE-FLOR E AZEITONA VERDE,POLENTA CREMOSA,,SALADA DE BERINJELA CURTIDA,BANANA/LARANJA,SUCO DE MANGA
2023-11-09,09/11/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,SOBRECOXA DE FRANGO AO MOLHO DE TOMATE COM QUIABO,CENOURA SAUTÉ COM CEBOLINHA,,SALADA DE ALFACE,LARANJA,SUCO DE ACEROLA
2023-11-09,09/11/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,ERVILHA COM TOMATE E MILHO,CENOURA SAUTÉ COM CEBOLINHA,,SALADA DE ALFACE,LARANJA,SUCO DE ACEROLA
2023-11-09,09/11/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,CUBOS SUÍNO AO MOLHO DE ABACAXI,VIRADO DE ACELGA,,"SALADA DE ESCAROLA COM RABANETE (RU, RA HC) / ALFACE COM RABANETE (RS)",GOIABADA,SUCO DE ACEROLA
2023-11-09,09/11/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,FEIJÃO BRANCO COM VAGEM E MILHO,VIRADO DE ACELGA,,"SALADA DE ESCAROLA COM RABANETE (RU, RA E HC) / ALFACE COM RABANETE (RS)",BANANA,SUCO DE ACEROLA
2023-11-08,08/11/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,STROGONOFF DE CARNE,BATATA PALHA,,REPOLHO,MAÇÃ,SUCO DE MORANGO
2023-11-08,08/11/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,STROGONOFF VEGANO (PTS),BATATA PALHA,,SALADA DE REPOLHO,MAÇÃ,SUCO DE MORANGO
2023-11-08,08/11/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,LAGARTO ASSADO AO MOLHO DE AZEITONAS,QUIBEBE,,SALADA DE BETERRABA RALADA/ ALFACE COM PEPINO,MELANCIA,SUCO DE MORANGO
2023-11-08,08/11/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,GRÃO DE BICO À NAPOLITANA COM PTS E MANJERICÃO,QUIBEBE,,SALADA DE BETERRABA RALADA/ ALFACE COM PEPINO,MELANCIA,SUCO DE MORANGO
2023-11-07,07/11/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,CUBOS SUÍNOS AO MOLHO BARBECUE,ABOBRINHA AROMÁTICA,,SALADA DE ALFACE,DOCE DE LEITE,SUCO DE LIMÃO
2023-11-07,07/11/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,FEIJÃO BRANCO COM QUIABO E TOMATE,ABOBRINHA AROMÁTICA,,SALADA DE ALFACE,BANANA/MAÇÃ (RS),SUCO DE LIMÃO
2023-11-07,07/11/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,FILEZINHO DE FRANGO AO MOLHO DE LARANJA,"SELETA DE LEGUMES (CENOURA, BATATA E ERVILHA)",,SALADA DE PEPINO,LARANJA,SUCO DE LIMÃO
2023-11-07,07/11/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,SOJA EM GRÃO AO MOLHO DE TOMATE E PIMENTÃO,"SELETA DE LEGUMES (CENOURA, BATATA E ERVILHA)",,SALADA DE PEPINO,LARANJA,SUCO DE LIMÃO
2023-11-06,06/11/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,"FILEZINHO DE FRANGO À PIZZAIOLO (TOMATE, QUEIJO E ORÉGANO)",REPOLHO REFOGADO,,SALADA DE TOMATE,LARANJA,SUCO DE GOIABA
2023-11-06,06/11/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,LENTILHA COM MANDIOQUINHA E CHEIRO-VERDE,REPOLHO REFOGADO,,SALADA DE TOMATE,LARANJA,SUCO DE GOIABA
2023-11-06,06/11/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,ISCA DE CARNE COM ERVILHA E MILHO,MACARRÃO ALHO E ÓLEO,,SALADA DE ACELGA COM REPOLHO,MAÇÃ,SUCO DE GOIABA
2023-11-06,06/11/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,ALMONDEGA DE SOJA AO SUGO,MACARRÃO INTEGRAL ALHO E ÓLEO,,SALADA DE ACELGA COM REPOLHO,MAÇÃ,SUCO DE GOIABA
2023-11-01,01/11/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,"BIFE AO MOLHO ROTY (MOLHO INGLÊS E SHOYU) (RU, RA, HC) / CARNE ASSADA AO MOLHO ROTY (MOLHO INGLÊS E SHOYU) (RS)",PURÊ DE BATATAS,,SALADA DE ESCAROLA COM BETERRABA RALADA,MAÇÃ,SUCO DE PÊSSEGO
2023-11-01,01/11/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,LENTILHA REFOGADA COM VINAGRETE QUENTE,PURÊ DE BATATAS,,SALADA DE ESCAROLA COM BETERRABA RALADA,MAÇÃ,SUCO DE PÊSSEGO
2023-11-01,01/11/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,COPA LOMBO AO MOLHO DE LIMÃO,QUIBEBE,,SALADA DE ACELGA COM RABANETE,DOCE DE LEITE,SUCO DE PÊSSEGO
2023-11-01,01/11/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,"GRATINADO DE LEGUMES (COUVE FLOR, BRÓCOLIS E PTS)",QUIBEBE,,SALADA DE ACELGA COM RABANETE,LARANJA,SUCO DE PÊSSEGO
2023-10-31,31/10/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,SOBRECOXA COM TOMATE E PIMENTÃO,VIRADO DE COUVE,,SALADA DE ALFACE,"BANANA (HC) / TANGERINA (RU, RA)/ LARANJA (RS)",SUCO DE MANGA
2023-10-31,31/10/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,SOJA EM GRÃOS COM ABÓBORA JAPONESA,VIRADO DE COUVE,,SALADA DE ALFACE,"BANANA (HC) / TANGERINA (RU, RA)/ LARANJA (RS)",SUCO DE MANGA
2023-10-31,31/10/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,ISCAS DE CARNE AO MOLHO MOSTARDA,NHOQUE AO MOLHO PESTO (RU),,SALADA DE ALMEIRÃO COM CEBOLA,PUDIM DE COCO,SUCO DE MANGA
2023-10-31,31/10/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,"GRÃO DE BICO COM CEBOLA, TOMATE E PIMENTÃO",MACARRÃO INTEGRAL ALHO E ÓLEO,,SALADA DE ALMEIRÃO COM CEBOLA,"MAÇÃ (RU, RA, HC), DOCE DE BANANA (RS)",SUCO DE MANGA
2023-10-30,30/10/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,BIFE ACEBOLADO,QUIBEBE/ CENOURA REFOGADA (RS),,SALADA DE REPOLHO COM PASSAS,MAÇÃ,SUCO DE LIMÃO
2023-10-30,30/10/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,LENTILHA COM BATATA,QUIBEBE/ CENOURA REFOGADA (RS),,SALADA DE REPOLHO COM PASSAS,MAÇÃ,SUCO DE LIMÃO
2023-10-30,30/10/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE EM CUBOS COM BATATA AO SUGO,ESCAROLA REFOGADA AO ALHO FRITO,,CAPONATA DE ABOBRINHA,TANGERINA (RU) / BANANA (RA) / LARANJA (RS),SUCO DE LIMÃO
2023-10-30,30/10/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,FEIJÃO BRANCO COM VAGEM E MANDIOQUINHA,ESCAROLA REFOGADA AO ALHO FRITO,,CAPONATA DE ABOBRINHA,TANGERINA(RU) / BANANA(RA) / LARANJA(RS),SUCO DE LIMÃO
2023-10-27,27/10/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,"ISCAS BOVINAS À CHINESA (CENOURA, ACELGA E BROCOLIS)","ESPINAFRE REFOGADO/MIX DE FOLHAS -COUVE, ESCAROLA E ALMEIRÃO- (RU)",,SALADA DE BETERRABA RALADA / ALFACE (RS),LARANJA,SUCO DE FRAMBOESA
2023-10-27,27/10/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,"FEIJÃO BRANCO À CHINESA (CENOURA, ACELGA, BRÓCOLIS)","ESPINAFRE REFOGADO/MIX DE FOLHAS -COUVE, ESCAROLA E ALMEIRÃO- (RU)",,SALADA DE BETERRABA RALADA  / ALFACE (RS),LARANJA,SUCO DE FRAMBOESA
2023-10-27,27/10/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,BIFE AO MOLHO MADEIRA,"FAROFA RICA (OVOS, CENOURA, CEBOLA E SALSINHA)",,SALADA DE ESCAROLA COM TOMATE,BANANA,SUCO DE FRAMBOESA
2023-10-27,27/10/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,ERVILHA AO MOLHO BRANCO,"FAROFA (CENOURA, SALSINHA E CEBOLA)",,SALADA DE ESCAROLA COM TOMATE,BANANA,SUCO DE FRAMBOESA
2023-10-26,26/10/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,PEIXE À PORTUGUESA (FILÉ DE PESCADA),PURÊ DE BATATA,,SALADA DE CENOURA RALADA,MAÇÃ,SUCO DE UVA
2023-10-26,26/10/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,PTS À PORTUGUESA,PURÊ DE BATATA VEGANO,,SALADA DE CENOURA RALADA,MAÇÃ,SUCO DE UVA
2023-10-26,26/10/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,SOBRECOXA DE FRANGO ASSADA AO MOLHO DE LARANJA,COUVE REFOGADA COM BACON E LINGUIÇA TOSCANA,,SALADA DE ALFACE,CANJICA,SUCO DE UVA
2023-10-26,26/10/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,FEIJÃO BRANCO COM MANDIOQUINHA,COUVE REFOGADA,,SALADA DE ALFACE,BANANA,SUCO DE UVA
2023-10-25,25/10/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,FRANGO ASSADO AO MOLHO DE ERVAS,VIRADO DE ABOBRINHA,,SALADA DE ALFACE,TANGERINA,SUCO DE MARACUJÁ
2023-10-25,25/10/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,"GRATINADO DE LEGUMES COM GRÃO DE BICO (COUVE FLOR, BRÓCOLIS)",VIRADO DE ABOBRINHA,,SALADA DE ALFACE,TANGERINA,SUCO DE MARACUJÁ
2023-10-25,25/10/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE EM CUBOS COM CENOURA,REPOLHO REFOGADO/ ESCAROLA REFOGADA,,CAPONATA DE BERINJELA,MAÇÃ,SUCO DE MARACUJÁ
2023-10-25,25/10/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,"LENTILHA COM SELETA DE LEGUMES (CENOURA, BATATA E MILHO)",REPOLHO REFOGADO/ ESCAROLA REFOGADA,,CAPONATA DE BERINJELA,MAÇÃ,SUCO DE MARACUJÁ
2023-10-24,24/10/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE EM CUBOS COM CENOURA E BROCOLIS,COUVE REFOGADA,,SALADA DE ALMEIRÃO,CANJICA,"SUCO DE CAJU (RU, RS, HC) / SUCO DE LIMÃO (RU, RA)"
2023-10-24,24/10/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,LASANHA DE BERINJELA VEGANA (PTS),COUVE REFOGADA,,SALADA DE ALMEIRÃO,LARANJA,"SUCO DE CAJU (RU, RS, HC) / SUCO DE LIMÃO (RU, RA)"
2023-10-24,24/10/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,ISCAS DE FRANGO AO MOLHO DE ERVILHAS,POLENTA AO SUGO COM MANJERICÃO,,SALADA DE COUVE COM ALMEIRÃ (RU)/ SALADA DE ACELGA (RS),TANGERINA,"SUCO DE LIMÃO (RU,RA E HC) / SUCO DE CAJU (RS)"
2023-10-24,24/10/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,GRÃO DE BICO COM ABOBRINHA E TOMATE,POLENTA AO SUGO,,SALADA DE COUVE COM ALMEIRÃO (RU)/ SALADA DE ACELGA (RS),TANGERINA,"SUCO DE LIMÃO (RU,RA E HC) / SUCO DE CAJU (RS)"
2023-10-23,23/10/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,ISCAS BOVINAS ACEBOLADAS,ARROZ VERDE (ESPINAFRE E BROCOLIS),,SALADA DE ACELGA,MAÇÃ,SUCO DE GOIABA
2023-10-23,23/10/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,ERVILHA PARTIDA COM TOMATE E ABOBRINHA,ARROZ VERDE (ESPINAFRE E BROCOLIS),,SALADA DE ACELGA,MAÇÃ,SUCO DE GOIABA
2023-10-23,23/10/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,FILÉ DE FRANGO GRELHADO,BATATA DOCE REFOGADA,,SALADA DE TOMATE COM CEBOLA E HORTELÃ.,LARANJA,SUCO DE GOIABA
2023-10-23,23/10/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,QUIBE DE FEIJÃO BRANCO COM ABÓBORA,BATATA DOCE REFOGADA,,SALADA DE TOMATE COM CEBOLA E HORTELÃ.,LARANJA,SUCO DE GOIABA
2023-10-20,20/10/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,SOBRECOXA AO MOLHO DE LARANJA,NHOQUE AO MOLHO SUGO,,SALADA DE PEPINO COM HORTELÁ,MAÇÃ,SUCO DE MANGA
2023-10-20,20/10/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,PTS COM BATATA DOCE AO MOLHO MOSTARDA,VIRADO DE ESCAROLA,,SALADA DE PEPINO COM HORTELÁ,MAÇÃ,SUCO DE MANGA
2023-10-20,20/10/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE EM CUBOS AO MOLHO ROTY,QUIABO REFOGADO,,SALADA DE ALMEIRÃO COM BETERRABA,TANGERINA,SUCO DE MANGA
2023-10-20,20/10/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,QUIBE DE GRÃO DE BICO COM ABÓBORA,QUIABO REFOGADO,,SALADA DE ALMEIRÃO COM BETERRABA,TANGERINA,SUCO DE MANGA
2023-10-19,19/10/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,BIFE AO POMODORO,CHUCHU COM CALABRESA,,SALADA DE ESPINAFRE,BANANA,SUCO DE UVA
2023-10-19,19/10/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,ERVILHA COM TOMATE E CHAMPIGNON,CHUCHU REFOGADO,,SALADA DE ESPINAFRE,BANANA,SUCO DE UVA
2023-10-19,19/10/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,ISCA DE FRANGO AO MOLHO MOSTARDA,ESCAROLA REFOGADA,,SALADA DE ALFACE,LARANJA,SUCO DE UVA
2023-10-19,19/10/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,TORTA DE PTS COM BATATA E AVEIA,ESCAROLA REFOGADA,,SALADA DE ALFACE,LARANJA,SUCO DE UVA
2023-10-18,18/10/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,STROGONOFF DE FRANGO,BATATA SAUTÊ,,CENOURA RALADA/ALMEIRÃO (RS),SAGU DE UVA/ BANANA (RS),SUCO DE LARANJA
2023-10-18,18/10/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,GRÃO DE BICO COM MILHO E AZEITONAS,BATATA REFOGADA,,SALADA DE CENOURA RALADA /ALMEIRÃO (RS),BANANA,SUCO DE LARANJA
2023-10-18,18/10/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,FILÉ DE PESCADA AO MOLHO DE ERVAS,PIRÃO,,SALADA DE REPOLHO BRANCO,MAÇÃ,SUCO DE LARANJA
2023-10-18,18/10/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,RISOTO DE SOJA EM GRÃO COM CURRY,PIRÃO DE LEGUMES,,SALADA DE REPOLHO BRANCO,MAÇÃ,SUCO DE LARANJA
2023-10-17,17/10/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,FILÉ DE PEIXE AO SUGO (PESCADA),BERINJELA AO ALHO,,SALADA DE ALFACE,LARANJA,SUCO DE GOIABA
2023-10-17,17/10/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,PTS COM BATATA,BERINJELA AO ALHO,,SALADA DE ALFACE,LARANJA,SUCO DE GOIABA
2023-10-17,17/10/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,BIFE ACEBOLADO,PURÊ DE BATATA,,SALADA DE ACELGA COM LARANJA,BANANA,SUCO DE GOIABA
2023-10-17,17/10/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,"FEIJÃO BRANCO COM CENOURA, PIMENTÃO, SALSA E CEBOLINHA AO SHOYO",PURE DE BATATA VEGANO,,SALADA DE ACELGA COM LARANJA,BANANA,SUCO DE GOIABA
2023-10-16,16/10/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE EM CUBOS AO MOLHO MOSTARDA,"JARDINEIRA DE LEGUMES (CENOURA, BATATA E VAGEM)",,SALADA DE ALMEIRÃO,MAÇÃ,SUCO DE MARACUJÁ
2023-10-16,16/10/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,SOJA EM GRÃO AO VINAGRETE,"JARDINEIRA DE LEGUMES (CENOURA, BATATA E VAGEM)",,SALADA DE ALMEIRÃO,MAÇÃ,SUCO DE MARACUJÁ
2023-10-16,16/10/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,BISTECA SUÍNA AO MOLHO DE LIMÃO,ABÓBORA EM CUBOS AO ALHO,,SALADA DE ALFACE COM RABANETE,BOLINHO DE CHOCOLATE,SUCO DE MARACUJÁ
2023-10-16,16/10/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,ALMÔNDEGAS DE SOJA AO SUGO,ABÓBORA EM CUBOS AO ALHO,,SALADA DE ALFACE COM RABANETE,LARANJA,SUCO DE MARACUJÁ
2023-10-11,11/10/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE ASSADA,MACARRÃO PARAFUSO AO SUGO,,SALADA DE ALFACE,MAÇÃ,SUCO DE ACEROLA
2023-10-11,11/10/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,QUIBE DE ABÓBORA VEGANO COM GRÃO DE BICO,MACARRÃO PARAFUSO INTEGRAL AO SUGO,,SALADA DE ALFACE,DOCE DE BANANA,SUCO DE ACEROLA
2023-10-11,11/10/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,FRANGO ASSADO COM QUIABO,CREME DE MILHO,,SALADA DE ESCAROLA,LARANJA,SUCO DE ACEROLA
2023-10-11,11/10/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,"LEGUMES COM PTS (CENOURA, CHUCHU E VAGEM)",CREME DE MILHO VEGANO,,SALADA DE ESCAROLA,LARANJA,SUCO DE ACEROLA
2023-10-10,10/10/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,BISTECA SUÍNA AO MOLHO DE LIMÃO,REPOLHO REFOGADO,,CAPONATA DE BERINJELA,LARANJA,SUCO DE FRAMBOESA
2023-10-10,10/10/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,"FEIJÃO BRANCO XADREZ (CENOURA, TOMATE E PIMENTÃO)",REPOLHO REFOGADO,,CAPONATA DE BERINJELA,LARANJA,SUCO DE FRAMBOESA
2023-10-10,10/10/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,BIFE À PIZZAIOLO,BATATA EM RODELAS ASSADA,,SALADA DE ACELGA COM BETERRABA,DOCE DE LEITE,SUCO DE FRAMBOESA
2023-10-10,10/10/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,"SOJA COM TOMATE, CEBOLA, SALSA E CEBOLINHA",BATATA EM RODELAS ASSADA,,SALADA DE ACELGA COM BETERRABA,DOCE DE BANANA,SUCO DE FRAMBOESA
2023-10-09,09/10/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,"STROGONOFF DE CARNE (RA, RS, HC) / STROGONOFF DE FRANGO (RU)",BATATA PALHA,,SALADA DE ALMEIRÃO,DOCE DE LEITE,SUCO DE LARANJA
2023-10-09,09/10/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,STROGONOFF DE PTS,BATATA PALHA,,SALADA DE ALMEIRÃO,MAÇÃ,SUCO DE LARANJA
2023-10-09,09/10/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,PEIXE À PORTUGUESA (PESCADA BRANCA),"CUSCUZ DE LEGUMES (ABOBRINHA, CENOURA, OVOS)",,SALADA DE ALFACE COM RABANETE,"BANANA (RA), MEXERICA (RS, RU, HC)",SUCO DE LARANJA
2023-10-09,09/10/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,ERVILHA AO MOLHO BRANCO,"CUSCUZ MOLE (ABOBRINHA, CENOURA)",,SALADA DE ALFACE COM RABANETE,"BANANA (RA), MEXERICA (RS, RU, HC)",SUCO DE LARANJA
2023-10-06,06/10/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,CUBOS SUÍNOS COM MOLHO INGLÊS E PIMENTÃO,ABÓBORA JAPONESA COM ERVAS,,SALADA DE COUVE,MAÇÃ,SUCO DE PÊSSEGO
2023-10-06,06/10/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,"ERVILHA XADREZ (ERVILHA PARTIDA, ACELGA, PIMENTÃO)",ABÓBORA JAPONESA COM ERVAS,,SALADA DE COUVE,MAÇÃ,SUCO DE PÊSSEGO
2023-10-06,06/10/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,LINGUIÇA TOSCANA ACEBOLADA,CHUCHU REFOGADO,,SALADA DE ALFACE,BANANA,SUCO DE PÊSSEGO
2023-10-06,06/10/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,TORTA DE LENTILHA COM BATATA E AVEIA,CHUCHU REFOGADO,,SALADA DE ALFACE,BANANA,SUCO DE PÊSSEGO
2023-10-05,05/10/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,LINGUIÇA DE FRANGO COM VINAGRETE,ESCAROLA REFOGADA,,MIX DE FOLHAS (ALFACE E RÚCULA),BANANA,SUCO DE GOIABA
2023-10-05,05/10/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,"GOULASH DE LEGUMES (CENOURA, BATATA, PTS)",ESCAROLA REFOGADA,,MIX DE FOLHAS (ALFACE E RÚCULA),BANANA,SUCO DE GOIABA
2023-10-05,05/10/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE EM CUBOS COM CENOURA E BRÓCOLIS,POLENTA CREMOSA,,SALADA DE TOMATE COM CEBOLA,TANGERINA,SUCO DE GOIABA
2023-10-05,05/10/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,ALMONDEGA DE SOJA AO SUGO,POLENTA CREMOSA,,SALADA DE TOMATE COM CEBOLA,TANGERINA,SUCO DE GOIABA
2023-10-04,04/10/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE EM CUBOS COM CHUCHU E PIMENTÃO,FAROFA DE COUVE,,"CENOURA, BETERRABA E NABO RALADOS / ALFACE (RA, RU, HC)",TANGERINA,SUCO DE MORANGO
2023-10-04,04/10/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,LENTILHA COM BATATA,FAROFA DE COUVE,,"CENOURA, BETERRABA E NABO RALADOS / ALFACE (RA, RU, HC))",TANGERINA,SUCO DE MORANGO
2023-10-04,04/10/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE ASSADA AO MOLHO ESCURO,ARROZ À GREGA,,SALADA DE ESCAROLA,GOIABADA,SUCO DE MORANGO
2023-10-04,04/10/2023,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,QUIBE DE ABÓBORA VEGANO,ARROZ À GREGA,,SALADA DE ESCAROLA,LARANJA,SUCO DE MORANGO
2023-10-03,03/10/2023,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,BIFE À POMODORO,REPOLHO REFOGADO AO ALHO FRITO,,SALADA DE ALFACE,GOIABADA,SUCO DE LIMÃO
2023-10-03,03/10/2023,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,ALMONDEGA DE SOJA AO SUGO,REPOLHO REFOGADO AO ALHO FRITO,,SALADA DE ALFACE,LARANJA,SUCO DE LIMÃO
2023-10-03,03/10/2023,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,FILEZINHO DE FRANGO AO MOLHO DE MOSTARDA,ABOBRINHA COM TOMATE E ORÉGANO,,SALADA DE ALFACE / ALMEIRÃO,LARANJA,SUCO DE LIMÃO
