1,0
2,0
3,10.16
4,0
5,0
6,0
7,2.286
8,0
9,5.334
10,43.43
11,8.38
12,14.73
13,0.254
14,0
15,0.508
16,0
17,0
18,23.88
19,12.95
20,13.46
21,0
22,0
23,22.86
24,0
25,0
26,0
27,18.03
28,4.572
29,1.524
30,0.254
31,51.31
32,0
33,0
34,1.016
35,0
36,0
37,0
38,0
39,0
40,3.048
41,0
42,0
43,0.508
44,2.794
45,5.08
46,4.318
47,0
48,6.604
49,1.778
50,2.286
51,1.524
52,7.874
53,3.048
54,0
55,18.8
56,0
57,0
58,0
59,0
60,9.91
61,2.54
62,0
63,0
64,0
65,38.86
66,7.366
67,0
68,4.064
69,4.826
70,0.254
71,0
72,0
73,0
74,0
75,0
76,0
77,6.096
78,0.254
79,0
80,0
81,0
82,2.54
83,3.048
84,7.112
85,0
86,0
87,4.826
88,20.57
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,NA
101
102,0
103,0
104,0
105,0
106,1.778
107,0
108,7.874
109,3.302
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,9.14
146,0.254
147,45.21
148,33.27
149,0.254
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0.508
185,0
186,0
187,0
188,0
189,0
190,0
191,34.54
192,6.35
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,8.64
223,27.69
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,5.08
238,8.13
239,0.254
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,1.016
261,0.254
262,0
263,4.572
264,27.69
265,0.762
266,0
267,0
268,0
269,0
270,0
271,0.508
272,0
273,0
274,0
275,0
276,0
277,0.508
278,1.778
279,0
280,0
281,0
282,0
283,0
284,29.72
285,3.302
286,0
287,0
288,0
289,0
290,0
291,0
292,0.508
293,7.874
294,0.762
295,0
296,8.89
298,49.78
299,17.02
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0.254
308,36.07
309,14.48
310,0.254
311,23.62
312,24.38
313,41.66
314,0
315,0
316,0
317,0.254
318,9.91
319,0
320,7.112
321,24.13
323,0
324,0
325,0
326,0
327,0.508
328,0
329,0
330,0
331,0
332,0
333,3.302
334,1.778
335,0
336,0
337,45.21
338,46.74
339,0.762
340,0.254
341,2.032
342,0
343,0
344,0
345,10.92
346,0.254
347,0
348,0
349,2.54
350,1.778
351,0.254
352,0
353,0
354,0
355,31.24
356,8.64
357,1.27
358,0
359,0
360,15.24
361,45.97
362,53.34
363,0.508
364,12.19
365,0
366,0
